condition,n,mean,ci_low,ci_high,score_mean,score_ci_low,score_ci_high,params,mod_mean,mod_ci_low,mod_ci_high,ref_chrf,ref_chrf_ci_low,ref_chrf_ci_high,ref_bleu
teacher,100,0.93,0.88,0.98,0.9249297392368316,0.8753719629198312,0.9695563894361258,N/A,,,,20.885968232168125,18.952103749691297,23.1115375578566,0.5099160746251464
lora,100,0.85,0.77975,0.92,0.8511873239278793,0.7805586436837911,0.9135124328583478,~1.5% (r=32),0.6274623966888625,0.6030861747844309,0.652059737175672,19.501750053225052,17.692822482831115,21.412634397496735,0.44680065783847844
